"mora","atraso","vivienda","edad","dias_lab","exp_sf","nivel_ahorro","ingreso","linea_sf","deuda_sf","zona","clasif_sbs","nivel_educ"
"1","26","FAMILIAR","37","4964","43","11","7000","31767.94","8366.49","Lima","2","UNIVERSITARIA"
"1","2","ALQUILADA","30","4022","","12","1468.04","","1885.33","Lima","0","TECNICA"
"1","25","FAMILIAR","21","3748","12","12","1100","3832","454.22","La Libertad","1","TECNICA"
"1","22","FAMILIAR","22","4539","18","12","750","887.41","485.47","Lima","1","UNIVERSITARIA"
"1","36","ALQUILADA","36","7857","93","0","3900","10433.77","3885.91","Lima","3","UNIVERSITARIA"
"1","0","PROPIA","33","4356","15","1","1424","1290.72","638.27","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","27","3779","","11","1000","1861.49","2352.64","Lambayeque","0","TECNICA"
"1","0","FAMILIAR","31","4843","","12","800","4059.38","1671.28","Lima","1","TECNICA"
"1","0","FAMILIAR","40","7066","","1","1483.26","5874","40498.12","Lima","0","TECNICA"
"1","0","PROPIA","48","4205","","12","1800","1090","6823.1","Cajamarca","1","TECNICA"
"1","13","FAMILIAR","46","7186","","10","1800","","0","Lima","1","TECNICA"
"1","0","FAMILIAR","28","3412","7","12","1536.01","5126.53","474.1","Ica","0","TECNICA"
"1","0","PROPIA","21","4478","","12","1233.13","","2153.48","Lima","0","TECNICA"
"1","0","FAMILIAR","32","5635","","12","2000","990.3","3772.96","Cajamarca","1","TECNICA"
"1","0","FAMILIAR","47","3960","8","12","1420","4574.76","2258.95","Lima","0","TECNICA"
"1","2","FAMILIAR","23","3882","","12","945.84","","2310.75","Lima","0","TECNICA"
"1","1","FAMILIAR","30","6670","49","5","8979","","14045.3","Lima","3","SECUNDARIA"
"1","0","FAMILIAR","33","4008","15","12","1642.18","2100","13744.53","La Libertad","0","SECUNDARIA"
"1","2","FAMILIAR","27","6821","24","12","3541.83","2991.26","741.25","Lima","2","TECNICA"
"1","21","FAMILIAR","28","5817","36","3","3000","3198.99","36902.33","La Libertad","0","TECNICA"
"1","0","FAMILIAR","33","6031","8","0","2200","13363.57","3698.36","Lima","0","TECNICA"
"1","22","FAMILIAR","24","4174","34","11","1375.52","10667.98","2918.43","Lima","2","TECNICA"
"1","25","FAMILIAR","23","3687","27","12","1900","1575","3418.15","La Libertad","2","SIN EDUCACION"
"1","2","FAMILIAR","33","4514","","12","1079.11","2360","1855.4","Lima","0","TECNICA"
"1","2","FAMILIAR","36","3779","","12","1245.59","13088","2294.27","Lima","0","TECNICA"
"1","0","FAMILIAR","28","4874","18","1","2158","5889.93","8599.32","Lambayeque","0","UNIVERSITARIA"
"1","15","FAMILIAR","32","5240","18","12","1800","","1341.6","Cajamarca","1","UNIVERSITARIA"
"1","1","FAMILIAR","26","4140","7","12","673.73","1200","5383.63","Lima","1","TECNICA"
"1","1","FAMILIAR","31","3960","","12","3367.12","","1506.49","Callao","0","UNIVERSITARIA"
"1","1","FAMILIAR","27","3748","","12","1200","","382.51","Ica","0","TECNICA"
"1","0","PROPIA","35","4264","","12","2350","","3940.75","San Martin","0","TECNICA"
"1","0","FAMILIAR","22","4459","8","12","1733.08","","5000","Loreto","0","TECNICA"
"1","34","PROPIA","33","5544","65","12","30000","10641.33","18629.85","Ancash","3","UNIVERSITARIA"
"1","14","FAMILIAR","27","5513","18","12","1800","2446.5","3176.51","Lambayeque","1","TECNICA"
"1","0","FAMILIAR","36","3748","8","12","1000","7441.33","411.9","Lima","0","TECNICA"
"1","0","FAMILIAR","34","5179","29","12","1600","8196.26","5755.15","Lima","0","TECNICA"
"1","0","PROPIA","48","14095","81","12","4362","3816.13","3257.49","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","23","4104","","12","4500","","10.45","Lambayeque","0","TECNICA"
"1","1","FAMILIAR","28","3809","","12","1036.2","","3830","Lima","0","TECNICA"
"1","2","PROPIA","41","3930","","12","2073.76","4437.38","4317.92","Lima","2","TECNICA"
"1","0","FAMILIAR","27","3626","","11","850.3","","1744.03","Junin","0","TECNICA"
"1","25","FAMILIAR","37","5939","39","0","780","4649.42","0","Lima","1","TECNICA"
"1","0","FAMILIAR","50","4478","","10","1600","","3539.43","Tumbes","0","TECNICA"
"1","4","FAMILIAR","27","3595","","12","856.46","","6065.55","La Libertad","0","TECNICA"
"1","0","FAMILIAR","27","4295","8","12","1500","2313.08","1475.16","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","48","4813","22","12","2100","2335.33","2901.56","Callao","1","SECUNDARIA"
"1","0","PROPIA","54","3779","","12","1500","","1994.71","Piura","0","TECNICA"
"1","25","FAMILIAR","23","3991","7","6","2000","9848.74","497.53","Lima","1","UNIVERSITARIA"
"1","5","FAMILIAR","51","6059","","12","1800","","568.14","Ancash","2","TECNICA"
"1","1","PROPIA","33","3772","","12","674.95","800","4713.94","Ica","0","TECNICA"
"1","1","PROPIA","23","3849","","12","1133.52","","1395.68","Lima","0","TECNICA"
"1","28","FAMILIAR","36","5482","53","8","5000","29085.28","580.94","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","44","5939","","12","1500","1056.55","2571.02","Lima","3","TECNICA"
"1","0","PROPIA","30","5939","62","12","2600","2950","19950.74","San Martin","3","TECNICA"
"1","20","PROPIA","27","4456","","12","771.19","1121.9","2650.52","Loreto","0","UNIVERSITARIA"
"1","25","FAMILIAR","33","5240","46","12","3000","13843.55","262.39","Lima","3","UNIVERSITARIA"
"1","0","FAMILIAR","61","5391","","9","1200","","3235.4","Cuzco","0","TECNICA"
"1","1","PROPIA","33","4629","","12","1750","","1148.36","Ucayali","0","UNIVERSITARIA"
"1","1","FAMILIAR","23","3687","","11","1045.48","","2195.16","Ancash","0","TECNICA"
"1","0","FAMILIAR","29","5452","","12","1428","692.66","2154.58","Lima","1","SECUNDARIA"
"1","2","FAMILIAR","21","4813","","12","900","","0","Lima","0","TECNICA"
"1","26","FAMILIAR","36","5117","","12","1800","","1367.04","Piura","3","TECNICA"
"1","2","FAMILIAR","63","9957","","12","1231.36","8870","2120.69","Lima","0","TECNICA"
"1","0","ALQUILADA","39","4598","93","0","12000","23546.22","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","37","3656","","12","807.62","","4620.53","Lima","0","TECNICA"
"1","0","FAMILIAR","27","4386","","12","823.54","","599.09","Lima","0","TECNICA"
"1","24","FAMILIAR","38","4629","51","9","5000","19562.5","10273.47","Lima","0","TECNICA"
"1","0","FAMILIAR","22","4083","","11","896","200","946.34","Callao","0","UNIVERSITARIA"
"1","2","FAMILIAR","37","4264","","12","741.71","3669.7","554","Lima","0","SECUNDARIA"
"1","27","FAMILIAR","37","6304","59","12","15531","11158.17","57094.38","La Libertad","2","UNIVERSITARIA"
"1","24","FAMILIAR","29","6762","17","0","5500","28313.06","11453.03","Lima","3","UNIVERSITARIA"
"1","0","FAMILIAR","27","5513","31","12","2400","1961.72","1190.33","Cajamarca","1","UNIVERSITARIA"
"1","0","ALQUILADA","51","3840","7","0","1200","14046.13","183.93","Lima","0","TECNICA"
"1","0","FAMILIAR","29","4995","18","12","1700","806.41","0","Lima","1","UNIVERSITARIA"
"1","2","FAMILIAR","51","3609","","12","711.96","1180","2104.88","Lima","0","TECNICA"
"1","0","FAMILIAR","27","4478","","11","1600","","4119.59","Madre de Dios","0","UNIVERSITARIA"
"1","0","FAMILIAR","53","5179","6","0","5000","6864.76","4547.19","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","34","3779","","12","700","","2545.94","Lima","0","TECNICA"
"1","2","FAMILIAR","40","6090","","12","1600","","2258.83","Ancash","0","UNIVERSITARIA"
"1","27","FAMILIAR","25","5117","25","12","3067.4","","0","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","35","4356","17","12","7000","14382.28","6079.59","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","29","4264","","12","1300","","2901.58","Lima","0","TECNICA"
"1","0","FAMILIAR","24","3991","","12","1400","","1424.66","Callao","0","UNIVERSITARIA"
"1","1","PROPIA","38","3981","","12","896.65","","2790.36","Lima","0","SECUNDARIA"
"1","1","FAMILIAR","35","3474","","12","1200","2376.1","4261.15","Lima","1","TECNICA"
"1","0","FAMILIAR","40","5694","37","0","4699","1682.19","699.46","Cajamarca","0","UNIVERSITARIA"
"1","3","PROPIA","32","3352","24","2","8300","27192.91","53599.58","Lambayeque","0","UNIVERSITARIA"
"1","33","FAMILIAR","30","4478","","12","1050","","3861.97","Junin","2","TECNICA"
"1","0","FAMILIAR","40","3899","","12","1944.24","2169.6","9179.98","Lima","0","TECNICA"
"1","2","PROPIA","46","4539","14","12","2177.28","2000","1449.11","Cuzco","0","TECNICA"
"1","0","FAMILIAR","54","4509","11","12","2700","1994.47","1394.71","Lambayeque","0","UNIVERSITARIA"
"1","3","FAMILIAR","33","5179","","12","1400","704.7","0","Lima","1","TECNICA"
"1","0","FAMILIAR","30","4935","40","12","4000","5821.66","2628.15","Lima","0","UNIVERSITARIA"
"1","11","FAMILIAR","26","4295","","12","2000","3091.04","2875.35","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","42","4904","14","12","2150","1868.01","725.75","Callao","1","TECNICA"
"1","2","FAMILIAR","45","3899","","12","1120.64","","3644.07","Junin","1","TECNICA"
"1","0","FAMILIAR","27","6090","","11","20000","","57094.38","Lima","0","UNIVERSITARIA"
"1","0","PROPIA","54","4119","110","12","2500","2400","0","Lambayeque","2","UNIVERSITARIA"
"1","0","FAMILIAR","21","3605","","12","891.34","","1505.55","Lima","0","TECNICA"
"1","38","FAMILIAR","31","5878","39","0","5200","740.13","600.18","Apurimac","2","UNIVERSITARIA"
"1","0","FAMILIAR","29","3793","14","12","1931.09","7367.72","9497.18","Lima","1","TECNICA"
"1","0","FAMILIAR","25","4102","","12","1075.9","","4590.56","Lima","0","TECNICA"
"1","0","FAMILIAR","26","3498","","12","686.42","","3326.96","Cuzco","0","TECNICA"
"1","0","FAMILIAR","53","4598","","8","1500","1059.13","2003.65","Lima","0","TECNICA"
"1","0","PROPIA","46","5970","","11","1600","14569.65","0","Lambayeque","2","TECNICA"
"1","2","FAMILIAR","22","4205","","12","1021.85","2350","1046.09","Lima","0","TECNICA"
"1","0","FAMILIAR","46","4174","16","12","1200","2550","5273.24","Lima","1","TECNICA"
"1","2","FAMILIAR","23","3325","","12","1056.56","","4660.63","Lima","0","UNIVERSITARIA"
"1","55","PROPIA","35","4021","67","12","18265","8200","3322.52","Lambayeque","1","UNIVERSITARIA"
"1","0","FAMILIAR","21","4113","","12","5000","","9.73","Lima","0","SECUNDARIA"
"1","0","FAMILIAR","30","4539","2","1","3500","6479.49","6120.36","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","4935","7","0","3500","15374.14","7802.65","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","31","4083","23","12","2100","7712.08","0","Lima","3","TECNICA"
"1","1","FAMILIAR","29","3626","","12","900","4819.82","4195.43","Lambayeque","0","TECNICA"
"1","4","FAMILIAR","42","3960","100","12","2500","1900","10368.56","Lima","2","TECNICA"
"1","1","FAMILIAR","32","4175","","12","1015.71","","2630.5","Cajamarca","1","TECNICA"
"1","0","FAMILIAR","35","6456","","0","5000","1900.26","25076.94","Lambayeque","0","SECUNDARIA"
"1","32","PROPIA","79","5970","","11","30000","31045.72","57094.38","Lima","3","SECUNDARIA"
"1","24","PROPIA","49","5605","14","12","2900","5918.42","5021.71","Ancash","1","TECNICA"
"1","1","FAMILIAR","32","4066","","10","1715.49","","6475.31","Ica","0","TECNICA"
"1","0","PROPIA","33","3748","","12","700","","3921.42","Ica","0","TECNICA"
"1","0","FAMILIAR","48","4539","14","12","3270","3545.42","6028.29","Piura","0","TECNICA"
"1","0","FAMILIAR","39","4417","","6","2100","","1.33","Cajamarca","0","UNIVERSITARIA"
"1","0","FAMILIAR","23","3413","","12","2100","1600","694.44","Lima","0","TECNICA"
"1","0","FAMILIAR","41","9287","","0","2200","3034","2816.45","Lima","0","TECNICA"
"1","0","FAMILIAR","43","6365","","0","2110","402.4","897.81","Lima","0","UNIVERSITARIA"
"1","25","FAMILIAR","31","3656","15","0","3518","6218.24","785.78","Cajamarca","1","UNIVERSITARIA"
"1","2","FAMILIAR","24","4083","","12","657.27","2963.04","2334.46","Lima","1","TECNICA"
"1","27","FAMILIAR","36","5817","46","12","3500","4939.72","2426.23","Lambayeque","1","UNIVERSITARIA"
"1","8","FAMILIAR","31","4843","","12","1800","","8399.02","Lima","0","TECNICA"
"1","21","PROPIA","32","4874","21","12","900","771.96","1400.28","Lima","0","SECUNDARIA"
"1","0","FAMILIAR","23","3626","","12","1500","","13769.73","Lima","0","TECNICA"
"1","1","FAMILIAR","47","4264","102","12","900","2045.98","2230.25","Lima","0","TECNICA"
"1","2","PROPIA","38","3899","14","12","2200","16168.98","8459.47","Lambayeque","0","UNIVERSITARIA"
"1","3","PROPIA","49","9623","","3","2551.8","473.05","10767.77","Ica","2","UNIVERSITARIA"
"1","26","FAMILIAR","32","5513","5","12","3800","15335.65","10191.32","Lima","2","UNIVERSITARIA"
"1","4","FAMILIAR","35","8313","","12","670.17","","3381.9","Piura","0","TECNICA"
"1","9","FAMILIAR","49","5482","28","12","2893","2823.49","4787.44","Lima","0","TECNICA"
"1","0","FAMILIAR","29","3930","34","12","3342.35","20321.32","411.78","Callao","1","TECNICA"
"1","0","FAMILIAR","35","3598","","12","2249.97","","3617.94","La Libertad","0","SECUNDARIA"
"1","2","FAMILIAR","30","3991","","12","866.4","2024.29","1717.99","La Libertad","1","TECNICA"
"1","0","FAMILIAR","26","4782","15","12","3200","689.92","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","25","4417","","12","1882","","9016.06","Piura","0","TECNICA"
"1","1","FAMILIAR","29","8282","","12","767.56","","3775.62","Lima","0","TECNICA"
"1","1","FAMILIAR","29","6031","","12","759.27","1099.47","2714.91","La Libertad","0","TECNICA"
"1","8","FAMILIAR","30","5605","27","12","2100","3409.21","622.96","Ica","0","TECNICA"
"1","0","FAMILIAR","28","4386","30","12","800","5487.96","402.15","Lima","1","TECNICA"
"1","0","FAMILIAR","32","3930","7","0","4228","39728.29","21438.98","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","40","3649","1","12","2679.05","","9477.12","Loreto","0","UNIVERSITARIA"
"1","0","FAMILIAR","21","4021","","12","682.51","","1679","Junin","0","TECNICA"
"1","9","FAMILIAR","34","5574","10","12","700","469.74","0","Lima","1","TECNICA"
"1","0","PROPIA","55","15222","","2","2307","1629.44","3344.18","Lima","1","TECNICA"
"1","2","PROPIA","25","4570","","12","623.78","","2516.88","Lima","0","TECNICA"
"1","0","FAMILIAR","27","4658","71","3","4847","2625","2108.94","Lambayeque","1","UNIVERSITARIA"
"1","2","FAMILIAR","27","4065","","11","679.54","1068.06","2925.16","Piura","1","UNIVERSITARIA"
"1","1","FAMILIAR","28","3534","","12","2824.63","1500","9280.7","Callao","1","TECNICA"
"1","0","FAMILIAR","28","3748","4","12","1200","2940.32","2364.43","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","25","3991","","12","869.84","","5191.3","Lima","1","TECNICA"
"1","0","FAMILIAR","25","3960","2","11","800","","4885.6","Ica","0","TECNICA"
"1","0","PROPIA","34","4448","","12","1224.18","","4414.9","Piura","0","TECNICA"
"1","0","FAMILIAR","38","7886","","3","3905","30689.94","249.43","Lima","1","TECNICA"
"1","15","PROPIA","36","4721","","11","6500","1699.33","11896.77","Ancash","2","UNIVERSITARIA"
"1","25","FAMILIAR","41","7948","84","12","2100","14483.96","249.96","Lima","1","TECNICA"
"1","6","FAMILIAR","25","4721","","12","1945","","0","Loreto","1","UNIVERSITARIA"
"1","0","PROPIA","33","4295","8","12","1500","4649.73","2161.96","La Libertad","0","UNIVERSITARIA"
"1","2","FAMILIAR","23","3795","","12","721.62","1300.43","2046.98","La Libertad","1","TECNICA"
"1","7","FAMILIAR","32","4843","","11","2120","3458.47","0","Callao","1","UNIVERSITARIA"
"1","6","FAMILIAR","59","9226","","0","8000","9038.2","13982.46","Callao","1","SECUNDARIA"
"1","1","PROPIA","35","6762","41","0","9794","33220.65","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","31","6000","8","12","1500","7467.8","2827.69","Lima","2","UNIVERSITARIA"
"1","1","FAMILIAR","23","3868","","12","1394.18","","2275.04","Ancash","0","TECNICA"
"1","6","FAMILIAR","28","5482","36","2","1800","1924.53","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","24","3773","","12","2146.48","300","10681.7","San Martin","0","TECNICA"
"1","0","FAMILIAR","37","7886","","0","750","2165.09","0","Piura","0","TECNICA"
"1","0","FAMILIAR","34","5666","14","12","1500","1283.24","0","Lima","0","TECNICA"
"1","0","PROPIA","34","3932","","12","1800","","2355.02","Lima","0","TECNICA"
"1","13","PROPIA","39","4995","","12","1400","","6582.42","Lima","1","TECNICA"
"1","8","FAMILIAR","23","4264","13","11","1200","5442.09","172.76","Lima","0","UNIVERSITARIA"
"1","0","ALQUILADA","40","3991","","12","920","","2416.04","Lima","0","TECNICA"
"1","1","FAMILIAR","29","4108","7","2","7073","8120","16369.69","Lambayeque","0","UNIVERSITARIA"
"1","2","FAMILIAR","23","4083","","12","1031.33","500","821.52","Lima","0","TECNICA"
"1","0","FAMILIAR","42","4448","37","12","4866","6620.02","1143.15","Callao","2","UNIVERSITARIA"
"1","1","PROPIA","33","3634","","12","1105.43","","6411.72","Junin","0","TECNICA"
"1","0","FAMILIAR","27","6031","","12","6657.3","792.49","0","Lima","1","TECNICA"
"1","1","FAMILIAR","24","3472","","10","1043.82","","2100.1","Lima","0","TECNICA"
"1","0","FAMILIAR","54","4570","","12","1353.46","2030","1873.84","Lima","1","TECNICA"
"1","19","FAMILIAR","42","11114","21","12","2300","","0","Junin","1","TECNICA"
"1","0","PROPIA","25","4205","","12","2405.32","","2138.27","Moquegua","2","TECNICA"
"1","0","PROPIA","27","3840","12","12","995.42","7976.79","1690.44","Lima","0","TECNICA"
"1","0","PROPIA","23","3611","28","12","1094.69","11986.53","9076.95","Lima","1","TECNICA"
"1","55","FAMILIAR","45","4570","28","6","9000","31500","3137.96","Puno","0","UNIVERSITARIA"
"1","8","FAMILIAR","34","5817","7","12","1500","8031.71","2468.18","Lima","1","TECNICA"
"1","3","FAMILIAR","35","5725","","12","1300","","2201.01","Lima","0","TECNICA"
"1","0","PROPIA","43","4964","","12","1800","","4865.49","Loreto","0","TECNICA"
"1","2","PROPIA","30","4478","","12","2000","1856.28","8913.22","Piura","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","4325","","12","2900","","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","34","5817","","12","2500","","5886.35","Lima","4","UNIVERSITARIA"
"1","6","FAMILIAR","41","7582","","2","7239","","12334.7","Ica","0","TECNICA"
"1","0","FAMILIAR","23","4471","","12","901.2","1107.85","2381.93","Lima","0","TECNICA"
"1","0","PROPIA","32","3899","","11","1185.65","","11320.96","Lima","0","SECUNDARIA"
"1","9","FAMILIAR","49","4629","12","12","2500","519.16","4445.7","Cajamarca","0","UNIVERSITARIA"
"1","0","FAMILIAR","28","4509","20","12","3800","1321.81","709.81","La Libertad","2","UNIVERSITARIA"
"1","6","PROPIA","45","6151","42","4","6000","8606.27","13659.85","Lima","0","UNIVERSITARIA"
"1","2","FAMILIAR","36","5270","13","12","2882.8","7627.94","0","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","29","3595","","12","1002.89","","4071.72","La Libertad","0","TECNICA"
"1","0","PROPIA","22","3440","1","12","1165.71","","8947.92","Junin","0","TECNICA"
"1","25","FAMILIAR","50","6456","57","12","691.21","5671.41","0","Lima","2","TECNICA"
"1","0","PROPIA","23","3919","","12","1510.49","","1010.9","Ica","0","TECNICA"
"1","0","ALQUILADA","21","4417","","12","2085.06","","1549.39","Piura","0","TECNICA"
"1","7","FAMILIAR","35","4295","","12","4100","5171.3","0","Piura","0","TECNICA"
"1","0","PROPIA","24","4935","20","12","1268.28","6033.3","41.52","Lima","0","TECNICA"
"1","25","PROPIA","37","4974","21","10","700","1900","141.31","Lima","3","TECNICA"
"1","25","FAMILIAR","46","4295","99","12","4000","34887.82","681.7","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","22","3841","","10","790.22","","1525.97","Junin","0","TECNICA"
"1","16","FAMILIAR","26","4509","30","12","2100","3086.55","464.54","Lima","1","UNIVERSITARIA"
"1","1","PROPIA","37","5040","","8","689.37","","2814.64","Ica","2","TECNICA"
"1","0","FAMILIAR","34","5878","48","12","2400","7691.56","3108.69","Lima","1","UNIVERSITARIA"
"1","9","FAMILIAR","35","4224","11","12","1245.07","","1046.85","Ancash","1","TECNICA"
"1","2","FAMILIAR","35","4021","","12","1200","","2076.38","Lima","0","TECNICA"
"1","0","FAMILIAR","34","4874","","8","2200","5069.2","896.22","Lima","1","TECNICA"
"1","0","FAMILIAR","34","5452","19","11","2310","2082.62","467.92","Loreto","0","UNIVERSITARIA"
"1","0","FAMILIAR","45","5391","","12","2720","","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","29","3611","","12","1050.9","","6988.28","Callao","0","TECNICA"
"1","0","FAMILIAR","32","6640","","12","2000","3974.52","1792.02","Lima","1","TECNICA"
"1","1","FAMILIAR","37","5301","51","10","1100","13476.24","8166","Lima","1","UNIVERSITARIA"
"1","2","FAMILIAR","21","4386","","12","881.34","","2042.98","Lima","0","TECNICA"
"1","2","FAMILIAR","37","4366","11","12","1026.61","1840","2100.78","Loreto","0","TECNICA"
"1","0","PROPIA","23","3996","","12","932.46","","1345.86","Lima","0","TECNICA"
"1","2","PROPIA","28","4660","","12","2100","448.18","1313.87","Huanuco","2","UNIVERSITARIA"
"1","0","FAMILIAR","25","3930","","12","656.49","1850","4280.13","Lima","0","TECNICA"
"1","1","PROPIA","25","5209","63","12","1400","4591.7","3099.08","Lima","1","TECNICA"
"1","0","FAMILIAR","23","5209","","12","10000","4975.15","0.05","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","32","5327","","2","1300","1785.75","1824.56","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","30","7551","","9","800","25571.9","57094.38","Lima","1","TECNICA"
"1","0","FAMILIAR","23","4509","","12","4500","558.74","0","Arequipa","0","UNIVERSITARIA"
"1","2","FAMILIAR","25","3503","1","12","5500","4791.32","0","Lima","1","UNIVERSITARIA"
"1","2","PROPIA","39","5756","81","12","8546","22024.32","4637.81","Cuzco","2","UNIVERSITARIA"
"1","24","FAMILIAR","36","5530","44","12","1617.92","800","685.34","Lima","3","TECNICA"
"1","24","FAMILIAR","31","5909","21","9","1800","4426.27","34.08","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","34","4325","","12","1400","3276.6","4153.11","Callao","0","UNIVERSITARIA"
"1","0","FAMILIAR","42","4935","9","9","12000","36129.91","16766.44","Lima","1","UNIVERSITARIA"
"1","21","FAMILIAR","25","4356","","12","730","7098.14","5822.74","Lima","1","TECNICA"
"1","0","FAMILIAR","45","5482","7","12","4000","2116.13","0","Lima","0","UNIVERSITARIA"
"1","8","PROPIA","50","5026","30","0","5311.46","33452.66","4790.57","Lima","4","UNIVERSITARIA"
"1","0","FAMILIAR","31","4935","11","12","2400","3374.55","4369.37","Moquegua","0","TECNICA"
"1","0","FAMILIAR","37","4904","24","0","1000","4466.28","469.68","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","57","9743","11","7","4176.35","6686.65","0","Callao","0","TECNICA"
"1","0","FAMILIAR","43","4813","","2","15000","11357.88","0","Lima","0","TECNICA"
"1","0","FAMILIAR","33","6487","8","12","2800","301.14","325.09","Arequipa","0","UNIVERSITARIA"
"1","0","FAMILIAR","48","6517","30","4","5000","3021.68","2135.4","Lima","2","TECNICA"
"1","0","FAMILIAR","30","4570","","12","1000","","1713.14","La Libertad","0","SECUNDARIA"
"1","0","FAMILIAR","27","3836","","12","1432.86","","0","Lima","0","TECNICA"
"1","0","FAMILIAR","32","5574","","12","770","2624.93","2723.26","Tumbes","0","TECNICA"
"1","0","FAMILIAR","40","3880","","11","2743.5","","1821.21","Callao","0","SECUNDARIA"
"1","0","FAMILIAR","47","3960","","10","4000","1000","1656.56","Lima","0","UNIVERSITARIA"
"1","7","PROPIA","43","7066","90","12","26400","121543.4","0","Lima","2","UNIVERSITARIA"
"1","0","PROPIA","36","4813","","12","10604","32388.4","27573.6","La Libertad","0","TECNICA"
"1","0","FAMILIAR","45","4935","11","6","6500","4663.23","15112.4","Lambayeque","0","UNIVERSITARIA"
"1","0","FAMILIAR","23","4417","","12","1695","","7936.73","Piura","0","TECNICA"
"1","1","FAMILIAR","38","6517","71","12","2261.71","13850.21","678.12","Lima","2","TECNICA"
"1","0","FAMILIAR","54","3899","9","11","2000","11372.72","14563.87","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","55","4935","","5","773","","217.31","Lima","0","TECNICA"
"1","2","FAMILIAR","33","3644","","12","1298.25","","4487.38","Junin","0","TECNICA"
"1","0","PROPIA","40","6670","64","0","2900","19544.59","57094.38","Callao","1","TECNICA"
"1","0","PROPIA","49","3695","","12","5556.01","","17021.19","Ucayali","0","TECNICA"
"1","32","FAMILIAR","25","4250","","12","995.5","","271.48","Lima","2","TECNICA"
"1","2","FAMILIAR","28","4325","","12","2000","","4367.08","Lima","0","UNIVERSITARIA"
"1","2","PROPIA","24","3701","5","12","667.63","1250","1966.48","Lima","0","TECNICA"
"1","0","PROPIA","29","6913","","8","5250","40868.27","0","Lima","1","UNIVERSITARIA"
"1","0","FAMILIAR","27","5301","13","5","1500","6813.28","467.75","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","30","4690","19","11","2300","582.75","488.51","Lima","0","TECNICA"
"1","0","PROPIA","25","5209","","12","1400","","0","Lima","0","SECUNDARIA"
"1","0","PROPIA","46","6456","","0","2100","","0","Lima","0","TECNICA"
"1","1","FAMILIAR","40","4509","","12","1100","","1719.39","Ica","4","TECNICA"
"1","0","PROPIA","32","5970","11","12","1607.35","5001.07","8678.23","Callao","0","TECNICA"
"1","10","PROPIA","47","4478","","12","1600","","3738.11","Lima","0","TECNICA"
"1","1","FAMILIAR","43","4263","","7","800","9097.3","842.07","Callao","0","TECNICA"
"1","27","FAMILIAR","48","4386","","11","2776.65","7435.2","6022.48","Lima","1","TECNICA"
"1","0","FAMILIAR","31","3413","11","7","3000","500","2567.22","Callao","0","UNIVERSITARIA"
"1","0","FAMILIAR","31","3899","8","11","900","4504.12","1923.53","Lambayeque","0","UNIVERSITARIA"
"1","0","FAMILIAR","24","3991","","12","1004","","5122.07","Lima","0","SECUNDARIA"
"1","17","PROPIA","52","6076","","12","860.37","500","3919.59","Lima","1","UNIVERSITARIA"
"1","2","FAMILIAR","37","4144","","12","1148.08","","4652.42","Lima","0","TECNICA"
"1","0","FAMILIAR","24","3779","","11","695.48","","4998.23","Lima","0","TECNICA"
"1","0","FAMILIAR","27","5329","11","12","2650","2432.46","1806.58","Lima","0","TECNICA"
"1","0","FAMILIAR","44","5117","","12","2800","1009.39","0","Ica","0","UNIVERSITARIA"
"1","2","FAMILIAR","22","4007","","12","1357.55","900","2629.75","Lima","1","TECNICA"
"1","25","PROPIA","47","5544","9","12","14250","10711.5","2569.6","Ancash","0","UNIVERSITARIA"
"1","0","PROPIA","42","4052","","2","7189","12959.87","8789.22","Loreto","0","UNIVERSITARIA"
"1","28","PROPIA","50","5725","","12","13046","5827.55","0","Callao","3","UNIVERSITARIA"
"1","1","FAMILIAR","22","3656","","11","700","","2662.87","Lima","0","UNIVERSITARIA"
"1","0","FAMILIAR","36","7643","","12","2082.75","1250","13023.25","Lima","3","TECNICA"
